YearN	SexN	AgeGroupN	RaceN	RegistryN	Population
44	0	0	0	0	16887
44	0	0	0	1	14632
44	0	0	0	2	14450
44	0	0	0	3	1803
44	0	0	0	4	17221
44	0	0	0	5	10682
44	0	0	0	6	22170
44	0	0	0	7	23674
44	0	0	0	8	11491
44	0	0	0	9	12416
44	0	0	0	10	51361
44	0	0	0	11	3321
44	0	0	0	12	35394
44	0	0	0	13	370
44	0	0	0	14	118379
44	0	0	0	15	24233
44	0	0	0	16	18142
44	0	0	0	17	37525
44	0	0	0	18	27204
44	0	0	0	19	10607
44	0	0	0	20	83916
44	0	0	0	21	28974
44	0	0	0	22	925749
44	0	0	1	0	2654
44	0	0	1	1	2873
44	0	0	1	2	7569
44	0	0	1	3	461
44	0	0	1	4	1451
44	0	0	1	5	541
44	0	0	1	6	2791
44	0	0	1	7	557
44	0	0	1	8	11188
44	0	0	1	9	604
44	0	0	1	10	5953
44	0	0	1	11	374
44	0	0	1	12	3003
44	0	0	1	13	367
44	0	0	1	14	10053
44	0	0	1	15	3208
44	0	0	1	16	12423
44	0	0	1	17	10103
44	0	0	1	18	12659
44	0	0	1	19	212
44	0	0	1	20	26196
44	0	0	1	21	5126
44	0	0	1	22	220577
44	0	0	2	0	6704
44	0	0	2	1	1226
44	0	0	2	2	1304
44	0	0	2	3	7330
44	0	0	2	4	855
44	0	0	2	5	2482
44	0	0	2	6	4761
44	0	0	2	7	1612
44	0	0	2	8	2197
44	0	0	2	9	4572
44	0	0	2	10	8691
44	0	0	2	11	1901
44	0	0	2	12	5425
44	0	0	2	13	10
44	0	0	2	14	16152
44	0	0	2	15	579
44	0	0	2	16	979
44	0	0	2	17	5851
44	0	0	2	18	1176
44	0	0	2	19	571
44	0	0	2	20	13243
44	0	0	2	21	3002
44	0	0	2	22	65520
44	0	1	0	0	66159
44	0	1	0	1	61854
44	0	1	0	2	59394
44	0	1	0	3	6172
44	0	1	0	4	72746
44	0	1	0	5	46262
44	0	1	0	6	90046
44	0	1	0	7	98670
44	0	1	0	8	47638
44	0	1	0	9	48749
44	0	1	0	10	201798
44	0	1	0	11	14124
44	0	1	0	12	145948
44	0	1	0	13	1507
44	0	1	0	14	472207
44	0	1	0	15	98359
44	0	1	0	16	73310
44	0	1	0	17	154194
44	0	1	0	18	112875
44	0	1	0	19	45292
44	0	1	0	20	328842
44	0	1	0	21	118231
44	0	1	0	22	3803050
44	0	1	1	0	11286
44	0	1	1	1	13044
44	0	1	1	2	29720
44	0	1	1	3	1578
44	0	1	1	4	5709
44	0	1	1	5	2292
44	0	1	1	6	11235
44	0	1	1	7	2459
44	0	1	1	8	44835
44	0	1	1	9	2631
44	0	1	1	10	25672
44	0	1	1	11	1498
44	0	1	1	12	12736
44	0	1	1	13	1469
44	0	1	1	14	42980
44	0	1	1	15	13278
44	0	1	1	16	49849
44	0	1	1	17	39807
44	0	1	1	18	53824
44	0	1	1	19	910
44	0	1	1	20	101803
44	0	1	1	21	19190
44	0	1	1	22	895807
44	0	1	2	0	29086
44	0	1	2	1	5562
44	0	1	2	2	5680
44	0	1	2	3	29408
44	0	1	2	4	2795
44	0	1	2	5	9506
44	0	1	2	6	19008
44	0	1	2	7	5649
44	0	1	2	8	8414
44	0	1	2	9	20770
44	0	1	2	10	34991
44	0	1	2	11	7171
44	0	1	2	12	21262
44	0	1	2	13	45
44	0	1	2	14	75820
44	0	1	2	15	2449
44	0	1	2	16	3646
44	0	1	2	17	25590
44	0	1	2	18	5166
44	0	1	2	19	2041
44	0	1	2	20	47132
44	0	1	2	21	12575
44	0	1	2	22	271584
44	0	2	0	0	82498
44	0	2	0	1	86930
44	0	2	0	2	80721
44	0	2	0	3	6666
44	0	2	0	4	94262
44	0	2	0	5	59470
44	0	2	0	6	110589
44	0	2	0	7	122481
44	0	2	0	8	60509
44	0	2	0	9	60455
44	0	2	0	10	246004
44	0	2	0	11	16786
44	0	2	0	12	190240
44	0	2	0	13	2127
44	0	2	0	14	594456
44	0	2	0	15	126326
44	0	2	0	16	91915
44	0	2	0	17	204555
44	0	2	0	18	150806
44	0	2	0	19	59171
44	0	2	0	20	409906
44	0	2	0	21	156955
44	0	2	0	22	4922100
44	0	2	1	0	14053
44	0	2	1	1	17136
44	0	2	1	2	36610
44	0	2	1	3	1782
44	0	2	1	4	6626
44	0	2	1	5	2706
44	0	2	1	6	13225
44	0	2	1	7	2856
44	0	2	1	8	55781
44	0	2	1	9	3171
44	0	2	1	10	32026
44	0	2	1	11	1628
44	0	2	1	12	15469
44	0	2	1	13	1829
44	0	2	1	14	53734
44	0	2	1	15	15600
44	0	2	1	16	62154
44	0	2	1	17	49079
44	0	2	1	18	67721
44	0	2	1	19	1025
44	0	2	1	20	123329
44	0	2	1	21	22375
44	0	2	1	22	1099994
44	0	2	2	0	37359
44	0	2	2	1	6987
44	0	2	2	2	7899
44	0	2	2	3	35669
44	0	2	2	4	3413
44	0	2	2	5	11350
44	0	2	2	6	23052
44	0	2	2	7	6916
44	0	2	2	8	10369
44	0	2	2	9	27229
44	0	2	2	10	44403
44	0	2	2	11	8167
44	0	2	2	12	26429
44	0	2	2	13	56
44	0	2	2	14	101861
44	0	2	2	15	3056
44	0	2	2	16	4462
44	0	2	2	17	32251
44	0	2	2	18	6824
44	0	2	2	19	2506
44	0	2	2	20	57153
44	0	2	2	21	15492
44	0	2	2	22	343104
44	0	3	0	0	78245
44	0	3	0	1	95753
44	0	3	0	2	87894
44	0	3	0	3	5828
44	0	3	0	4	94319
44	0	3	0	5	58793
44	0	3	0	6	111248
44	0	3	0	7	113630
44	0	3	0	8	57461
44	0	3	0	9	57828
44	0	3	0	10	250101
44	0	3	0	11	16382
44	0	3	0	12	189808
44	0	3	0	13	2190
44	0	3	0	14	597151
44	0	3	0	15	128194
44	0	3	0	16	92210
44	0	3	0	17	214609
44	0	3	0	18	153729
44	0	3	0	19	57522
44	0	3	0	20	421703
44	0	3	0	21	167889
44	0	3	0	22	5000740
44	0	3	1	0	14744
44	0	3	1	1	18065
44	0	3	1	2	39465
44	0	3	1	3	1447
44	0	3	1	4	5841
44	0	3	1	5	2670
44	0	3	1	6	12632
44	0	3	1	7	2692
44	0	3	1	8	58262
44	0	3	1	9	3096
44	0	3	1	10	33567
44	0	3	1	11	1591
44	0	3	1	12	15187
44	0	3	1	13	1842
44	0	3	1	14	54157
44	0	3	1	15	15501
44	0	3	1	16	61978
44	0	3	1	17	52124
44	0	3	1	18	69335
44	0	3	1	19	1029
44	0	3	1	20	129975
44	0	3	1	21	22437
44	0	3	1	22	1113983
44	0	3	2	0	35170
44	0	3	2	1	6313
44	0	3	2	2	7425
44	0	3	2	3	34471
44	0	3	2	4	3114
44	0	3	2	5	10970
44	0	3	2	6	21834
44	0	3	2	7	6422
44	0	3	2	8	9553
44	0	3	2	9	24309
44	0	3	2	10	46841
44	0	3	2	11	8135
44	0	3	2	12	24834
44	0	3	2	13	52
44	0	3	2	14	101646
44	0	3	2	15	2735
44	0	3	2	16	4153
44	0	3	2	17	29437
44	0	3	2	18	6285
44	0	3	2	19	2460
44	0	3	2	20	55623
44	0	3	2	21	13831
44	0	3	2	22	320600
44	0	4	0	0	78826
44	0	4	0	1	105796
44	0	4	0	2	87072
44	0	4	0	3	6544
44	0	4	0	4	99953
44	0	4	0	5	59786
44	0	4	0	6	113177
44	0	4	0	7	102376
44	0	4	0	8	55747
44	0	4	0	9	61277
44	0	4	0	10	271594
44	0	4	0	11	16525
44	0	4	0	12	191049
44	0	4	0	13	2019
44	0	4	0	14	637642
44	0	4	0	15	127945
44	0	4	0	16	90079
44	0	4	0	17	220943
44	0	4	0	18	150847
44	0	4	0	19	54784
44	0	4	0	20	464411
44	0	4	0	21	192479
44	0	4	0	22	5142342
44	0	4	1	0	15764
44	0	4	1	1	19366
44	0	4	1	2	42165
44	0	4	1	3	1508
44	0	4	1	4	6410
44	0	4	1	5	2742
44	0	4	1	6	11953
44	0	4	1	7	2442
44	0	4	1	8	58136
44	0	4	1	9	3510
44	0	4	1	10	37424
44	0	4	1	11	1549
44	0	4	1	12	15675
44	0	4	1	13	1896
44	0	4	1	14	59986
44	0	4	1	15	16953
44	0	4	1	16	61753
44	0	4	1	17	55394
44	0	4	1	18	73539
44	0	4	1	19	973
44	0	4	1	20	141992
44	0	4	1	21	25835
44	0	4	1	22	1171733
44	0	4	2	0	35691
44	0	4	2	1	6193
44	0	4	2	2	6463
44	0	4	2	3	33846
44	0	4	2	4	3676
44	0	4	2	5	11023
44	0	4	2	6	22473
44	0	4	2	7	6690
44	0	4	2	8	9787
44	0	4	2	9	23096
44	0	4	2	10	54534
44	0	4	2	11	7911
44	0	4	2	12	25461
44	0	4	2	13	52
44	0	4	2	14	108521
44	0	4	2	15	2457
44	0	4	2	16	4153
44	0	4	2	17	27833
44	0	4	2	18	6267
44	0	4	2	19	2391
44	0	4	2	20	61647
44	0	4	2	21	16056
44	0	4	2	22	324536
44	0	5	0	0	84792
44	0	5	0	1	94592
44	0	5	0	2	79630
44	0	5	0	3	17669
44	0	5	0	4	102958
44	0	5	0	5	62563
44	0	5	0	6	129139
44	0	5	0	7	111735
44	0	5	0	8	56716
44	0	5	0	9	67130
44	0	5	0	10	292213
44	0	5	0	11	21995
44	0	5	0	12	202256
44	0	5	0	13	1849
44	0	5	0	14	682919
44	0	5	0	15	136925
44	0	5	0	16	105440
44	0	5	0	17	206807
44	0	5	0	18	160348
44	0	5	0	19	53047
44	0	5	0	20	498084
44	0	5	0	21	194541
44	0	5	0	22	5382351
44	0	5	1	0	16244
44	0	5	1	1	19402
44	0	5	1	2	41478
44	0	5	1	3	2969
44	0	5	1	4	6544
44	0	5	1	5	3299
44	0	5	1	6	13467
44	0	5	1	7	2605
44	0	5	1	8	55440
44	0	5	1	9	4181
44	0	5	1	10	40458
44	0	5	1	11	2215
44	0	5	1	12	17160
44	0	5	1	13	1916
44	0	5	1	14	64554
44	0	5	1	15	18084
44	0	5	1	16	64912
44	0	5	1	17	55753
44	0	5	1	18	73333
44	0	5	1	19	1013
44	0	5	1	20	155544
44	0	5	1	21	27177
44	0	5	1	22	1184810
44	0	5	2	0	42384
44	0	5	2	1	6950
44	0	5	2	2	5846
44	0	5	2	3	34354
44	0	5	2	4	5997
44	0	5	2	5	12187
44	0	5	2	6	27292
44	0	5	2	7	7915
44	0	5	2	8	10711
44	0	5	2	9	24925
44	0	5	2	10	65589
44	0	5	2	11	8296
44	0	5	2	12	29036
44	0	5	2	13	42
44	0	5	2	14	122940
44	0	5	2	15	3495
44	0	5	2	16	5864
44	0	5	2	17	26877
44	0	5	2	18	6862
44	0	5	2	19	2617
44	0	5	2	20	77705
44	0	5	2	21	20635
44	0	5	2	22	378900
44	0	6	0	0	108323
44	0	6	0	1	87704
44	0	6	0	2	79869
44	0	6	0	3	16860
44	0	6	0	4	90143
44	0	6	0	5	58916
44	0	6	0	6	139368
44	0	6	0	7	101165
44	0	6	0	8	67970
44	0	6	0	9	65551
44	0	6	0	10	295134
44	0	6	0	11	22385
44	0	6	0	12	187702
44	0	6	0	13	1881
44	0	6	0	14	616062
44	0	6	0	15	124644
44	0	6	0	16	107525
44	0	6	0	17	203931
44	0	6	0	18	142533
44	0	6	0	19	50723
44	0	6	0	20	500279
44	0	6	0	21	188940
44	0	6	0	22	5125814
44	0	6	1	0	14191
44	0	6	1	1	15377
44	0	6	1	2	28249
44	0	6	1	3	2492
44	0	6	1	4	4590
44	0	6	1	5	2661
44	0	6	1	6	12594
44	0	6	1	7	2137
44	0	6	1	8	50284
44	0	6	1	9	3744
44	0	6	1	10	34530
44	0	6	1	11	1713
44	0	6	1	12	14502
44	0	6	1	13	1634
44	0	6	1	14	52462
44	0	6	1	15	13453
44	0	6	1	16	55515
44	0	6	1	17	45830
44	0	6	1	18	55787
44	0	6	1	19	814
44	0	6	1	20	128534
44	0	6	1	21	22021
44	0	6	1	22	958418
44	0	6	2	0	47559
44	0	6	2	1	8303
44	0	6	2	2	6313
44	0	6	2	3	33912
44	0	6	2	4	4261
44	0	6	2	5	10749
44	0	6	2	6	27372
44	0	6	2	7	7025
44	0	6	2	8	12045
44	0	6	2	9	30321
44	0	6	2	10	67582
44	0	6	2	11	7291
44	0	6	2	12	25713
44	0	6	2	13	53
44	0	6	2	14	108683
44	0	6	2	15	3247
44	0	6	2	16	5694
44	0	6	2	17	34861
44	0	6	2	18	6208
44	0	6	2	19	2376
44	0	6	2	20	81532
44	0	6	2	21	21445
44	0	6	2	22	369202
44	0	7	0	0	110110
44	0	7	0	1	83199
44	0	7	0	2	80752
44	0	7	0	3	14091
44	0	7	0	4	91445
44	0	7	0	5	56667
44	0	7	0	6	137217
44	0	7	0	7	106831
44	0	7	0	8	68374
44	0	7	0	9	63938
44	0	7	0	10	277996
44	0	7	0	11	20007
44	0	7	0	12	183856
44	0	7	0	13	1989
44	0	7	0	14	579122
44	0	7	0	15	127327
44	0	7	0	16	103382
44	0	7	0	17	199977
44	0	7	0	18	139831
44	0	7	0	19	50802
44	0	7	0	20	467497
44	0	7	0	21	171028
44	0	7	0	22	5027008
44	0	7	1	0	13914
44	0	7	1	1	14222
44	0	7	1	2	26638
44	0	7	1	3	2168
44	0	7	1	4	4369
44	0	7	1	5	2344
44	0	7	1	6	12080
44	0	7	1	7	1931
44	0	7	1	8	50651
44	0	7	1	9	3694
44	0	7	1	10	31308
44	0	7	1	11	1578
44	0	7	1	12	13565
44	0	7	1	13	1621
44	0	7	1	14	47581
44	0	7	1	15	13582
44	0	7	1	16	50553
44	0	7	1	17	43988
44	0	7	1	18	53449
44	0	7	1	19	666
44	0	7	1	20	116121
44	0	7	1	21	20015
44	0	7	1	22	904041
44	0	7	2	0	47922
44	0	7	2	1	8632
44	0	7	2	2	6905
44	0	7	2	3	32383
44	0	7	2	4	3813
44	0	7	2	5	9492
44	0	7	2	6	27062
44	0	7	2	7	6217
44	0	7	2	8	12295
44	0	7	2	9	31390
44	0	7	2	10	63454
44	0	7	2	11	5802
44	0	7	2	12	24228
44	0	7	2	13	43
44	0	7	2	14	100008
44	0	7	2	15	3427
44	0	7	2	16	5118
44	0	7	2	17	39457
44	0	7	2	18	6051
44	0	7	2	19	2273
44	0	7	2	20	77161
44	0	7	2	21	20294
44	0	7	2	22	359794
44	0	8	0	0	100859
44	0	8	0	1	80617
44	0	8	0	2	77965
44	0	8	0	3	11799
44	0	8	0	4	80998
44	0	8	0	5	50059
44	0	8	0	6	123042
44	0	8	0	7	90980
44	0	8	0	8	65404
44	0	8	0	9	59457
44	0	8	0	10	258500
44	0	8	0	11	17076
44	0	8	0	12	171303
44	0	8	0	13	2020
44	0	8	0	14	523766
44	0	8	0	15	121621
44	0	8	0	16	89980
44	0	8	0	17	196025
44	0	8	0	18	137419
44	0	8	0	19	46507
44	0	8	0	20	423572
44	0	8	0	21	157806
44	0	8	0	22	4684119
44	0	8	1	0	12307
44	0	8	1	1	12877
44	0	8	1	2	27321
44	0	8	1	3	1775
44	0	8	1	4	3601
44	0	8	1	5	1968
44	0	8	1	6	10610
44	0	8	1	7	1704
44	0	8	1	8	47497
44	0	8	1	9	3217
44	0	8	1	10	27291
44	0	8	1	11	1219
44	0	8	1	12	11919
44	0	8	1	13	1402
44	0	8	1	14	41104
44	0	8	1	15	11927
44	0	8	1	16	41213
44	0	8	1	17	41702
44	0	8	1	18	49050
44	0	8	1	19	537
44	0	8	1	20	102953
44	0	8	1	21	18058
44	0	8	1	22	812602
44	0	8	2	0	48391
44	0	8	2	1	8249
44	0	8	2	2	7776
44	0	8	2	3	29924
44	0	8	2	4	3373
44	0	8	2	5	8380
44	0	8	2	6	25218
44	0	8	2	7	5203
44	0	8	2	8	12314
44	0	8	2	9	33493
44	0	8	2	10	59306
44	0	8	2	11	5120
44	0	8	2	12	22024
44	0	8	2	13	49
44	0	8	2	14	96515
44	0	8	2	15	3311
44	0	8	2	16	4685
44	0	8	2	17	40698
44	0	8	2	18	6699
44	0	8	2	19	2084
44	0	8	2	20	70080
44	0	8	2	21	18825
44	0	8	2	22	346549
44	0	9	0	0	109797
44	0	9	0	1	99888
44	0	9	0	2	93697
44	0	9	0	3	12344
44	0	9	0	4	87661
44	0	9	0	5	52463
44	0	9	0	6	136213
44	0	9	0	7	78786
44	0	9	0	8	71934
44	0	9	0	9	62537
44	0	9	0	10	270120
44	0	9	0	11	18433
44	0	9	0	12	180404
44	0	9	0	13	2408
44	0	9	0	14	555187
44	0	9	0	15	132447
44	0	9	0	16	96243
44	0	9	0	17	227495
44	0	9	0	18	155416
44	0	9	0	19	46712
44	0	9	0	20	471149
44	0	9	0	21	185985
44	0	9	0	22	5143132
44	0	9	1	0	13675
44	0	9	1	1	13769
44	0	9	1	2	30927
44	0	9	1	3	1625
44	0	9	1	4	3483
44	0	9	1	5	1839
44	0	9	1	6	10520
44	0	9	1	7	1568
44	0	9	1	8	49904
44	0	9	1	9	3354
44	0	9	1	10	30746
44	0	9	1	11	1163
44	0	9	1	12	11551
44	0	9	1	13	1418
44	0	9	1	14	42759
44	0	9	1	15	11706
44	0	9	1	16	40786
44	0	9	1	17	46074
44	0	9	1	18	51874
44	0	9	1	19	543
44	0	9	1	20	109895
44	0	9	1	21	18250
44	0	9	1	22	845405
44	0	9	2	0	47086
44	0	9	2	1	7497
44	0	9	2	2	8014
44	0	9	2	3	31499
44	0	9	2	4	2921
44	0	9	2	5	7999
44	0	9	2	6	23857
44	0	9	2	7	4692
44	0	9	2	8	12245
44	0	9	2	9	31504
44	0	9	2	10	59707
44	0	9	2	11	5101
44	0	9	2	12	20215
44	0	9	2	13	57
44	0	9	2	14	97840
44	0	9	2	15	3035
44	0	9	2	16	4546
44	0	9	2	17	36677
44	0	9	2	18	6491
44	0	9	2	19	1968
44	0	9	2	20	67937
44	0	9	2	21	17143
44	0	9	2	22	326868
44	0	10	0	0	108155
44	0	10	0	1	114935
44	0	10	0	2	101777
44	0	10	0	3	12675
44	0	10	0	4	94636
44	0	10	0	5	55002
44	0	10	0	6	135800
44	0	10	0	7	70475
44	0	10	0	8	68611
44	0	10	0	9	62704
44	0	10	0	10	256090
44	0	10	0	11	19562
44	0	10	0	12	176956
44	0	10	0	13	2520
44	0	10	0	14	566369
44	0	10	0	15	138251
44	0	10	0	16	101686
44	0	10	0	17	251929
44	0	10	0	18	158403
44	0	10	0	19	46401
44	0	10	0	20	503401
44	0	10	0	21	209650
44	0	10	0	22	5371487
44	0	10	1	0	14218
44	0	10	1	1	14230
44	0	10	1	2	29360
44	0	10	1	3	1205
44	0	10	1	4	3138
44	0	10	1	5	1951
44	0	10	1	6	9890
44	0	10	1	7	1216
44	0	10	1	8	47180
44	0	10	1	9	3397
44	0	10	1	10	32871
44	0	10	1	11	1097
44	0	10	1	12	10690
44	0	10	1	13	1797
44	0	10	1	14	43896
44	0	10	1	15	11601
44	0	10	1	16	44126
44	0	10	1	17	46677
44	0	10	1	18	53826
44	0	10	1	19	421
44	0	10	1	20	117618
44	0	10	1	21	18656
44	0	10	1	22	855331
44	0	10	2	0	43028
44	0	10	2	1	6348
44	0	10	2	2	6833
44	0	10	2	3	31855
44	0	10	2	4	2303
44	0	10	2	5	7831
44	0	10	2	6	20278
44	0	10	2	7	4084
44	0	10	2	8	10114
44	0	10	2	9	28173
44	0	10	2	10	56854
44	0	10	2	11	5640
44	0	10	2	12	18046
44	0	10	2	13	47
44	0	10	2	14	91732
44	0	10	2	15	2580
44	0	10	2	16	4143
44	0	10	2	17	31770
44	0	10	2	18	5178
44	0	10	2	19	1713
44	0	10	2	20	64808
44	0	10	2	21	14609
44	0	10	2	22	279408
44	0	11	0	0	106505
44	0	11	0	1	122024
44	0	11	0	2	109828
44	0	11	0	3	14007
44	0	11	0	4	106252
44	0	11	0	5	61914
44	0	11	0	6	144630
44	0	11	0	7	72457
44	0	11	0	8	66860
44	0	11	0	9	64422
44	0	11	0	10	241161
44	0	11	0	11	22469
44	0	11	0	12	182842
44	0	11	0	13	2783
44	0	11	0	14	582101
44	0	11	0	15	143251
44	0	11	0	16	109785
44	0	11	0	17	263356
44	0	11	0	18	157953
44	0	11	0	19	50202
44	0	11	0	20	522793
44	0	11	0	21	218194
44	0	11	0	22	5700744
44	0	11	1	0	15031
44	0	11	1	1	12887
44	0	11	1	2	29783
44	0	11	1	3	1141
44	0	11	1	4	2842
44	0	11	1	5	1943
44	0	11	1	6	9502
44	0	11	1	7	1158
44	0	11	1	8	42035
44	0	11	1	9	3397
44	0	11	1	10	34023
44	0	11	1	11	1053
44	0	11	1	12	9913
44	0	11	1	13	1827
44	0	11	1	14	42569
44	0	11	1	15	12127
44	0	11	1	16	46185
44	0	11	1	17	44323
44	0	11	1	18	51537
44	0	11	1	19	396
44	0	11	1	20	112630
44	0	11	1	21	17184
44	0	11	1	22	853068
44	0	11	2	0	40376
44	0	11	2	1	5175
44	0	11	2	2	5559
44	0	11	2	3	32894
44	0	11	2	4	1907
44	0	11	2	5	7552
44	0	11	2	6	18588
44	0	11	2	7	3442
44	0	11	2	8	8279
44	0	11	2	9	24265
44	0	11	2	10	57240
44	0	11	2	11	5470
44	0	11	2	12	16166
44	0	11	2	13	45
44	0	11	2	14	85981
44	0	11	2	15	1999
44	0	11	2	16	3682
44	0	11	2	17	28102
44	0	11	2	18	4352
44	0	11	2	19	1645
44	0	11	2	20	60884
44	0	11	2	21	12024
44	0	11	2	22	242642
44	0	12	0	0	96196
44	0	12	0	1	111145
44	0	12	0	2	100965
44	0	12	0	3	15704
44	0	12	0	4	102039
44	0	12	0	5	59318
44	0	12	0	6	136880
44	0	12	0	7	67156
44	0	12	0	8	57258
44	0	12	0	9	57047
44	0	12	0	10	207583
44	0	12	0	11	21680
44	0	12	0	12	168304
44	0	12	0	13	2786
44	0	12	0	14	520813
44	0	12	0	15	133488
44	0	12	0	16	103694
44	0	12	0	17	233482
44	0	12	0	18	142503
44	0	12	0	19	48462
44	0	12	0	20	478058
44	0	12	0	21	197871
44	0	12	0	22	5285293
44	0	12	1	0	13371
44	0	12	1	1	10239
44	0	12	1	2	28254
44	0	12	1	3	811
44	0	12	1	4	2155
44	0	12	1	5	1680
44	0	12	1	6	7810
44	0	12	1	7	873
44	0	12	1	8	33518
44	0	12	1	9	2746
44	0	12	1	10	28325
44	0	12	1	11	899
44	0	12	1	12	7960
44	0	12	1	13	1605
44	0	12	1	14	33634
44	0	12	1	15	10195
44	0	12	1	16	42354
44	0	12	1	17	34753
44	0	12	1	18	44280
44	0	12	1	19	302
44	0	12	1	20	92658
44	0	12	1	21	13600
44	0	12	1	22	734261
44	0	12	2	0	37255
44	0	12	2	1	4160
44	0	12	2	2	4552
44	0	12	2	3	30244
44	0	12	2	4	1361
44	0	12	2	5	6317
44	0	12	2	6	15978
44	0	12	2	7	2894
44	0	12	2	8	6611
44	0	12	2	9	19595
44	0	12	2	10	52827
44	0	12	2	11	4606
44	0	12	2	12	12548
44	0	12	2	13	33
44	0	12	2	14	74747
44	0	12	2	15	1567
44	0	12	2	16	3373
44	0	12	2	17	23907
44	0	12	2	18	3606
44	0	12	2	19	1301
44	0	12	2	20	54268
44	0	12	2	21	9894
44	0	12	2	22	204566
44	0	13	0	0	81241
44	0	13	0	1	89759
44	0	13	0	2	82790
44	0	13	0	3	16486
44	0	13	0	4	87785
44	0	13	0	5	54765
44	0	13	0	6	116645
44	0	13	0	7	54993
44	0	13	0	8	47306
44	0	13	0	9	45815
44	0	13	0	10	162413
44	0	13	0	11	17338
44	0	13	0	12	157334
44	0	13	0	13	2921
44	0	13	0	14	436069
44	0	13	0	15	118134
44	0	13	0	16	88425
44	0	13	0	17	191275
44	0	13	0	18	126485
44	0	13	0	19	43213
44	0	13	0	20	410744
44	0	13	0	21	167960
44	0	13	0	22	4597229
44	0	13	1	0	10626
44	0	13	1	1	7408
44	0	13	1	2	22696
44	0	13	1	3	622
44	0	13	1	4	1476
44	0	13	1	5	1271
44	0	13	1	6	5268
44	0	13	1	7	559
44	0	13	1	8	25166
44	0	13	1	9	1849
44	0	13	1	10	21598
44	0	13	1	11	554
44	0	13	1	12	5833
44	0	13	1	13	1349
44	0	13	1	14	24175
44	0	13	1	15	7902
44	0	13	1	16	32913
44	0	13	1	17	25931
44	0	13	1	18	34416
44	0	13	1	19	225
44	0	13	1	20	72730
44	0	13	1	21	10217
44	0	13	1	22	562083
44	0	13	2	0	32258
44	0	13	2	1	3078
44	0	13	2	2	3477
44	0	13	2	3	25908
44	0	13	2	4	1079
44	0	13	2	5	4812
44	0	13	2	6	12628
44	0	13	2	7	2033
44	0	13	2	8	4756
44	0	13	2	9	15680
44	0	13	2	10	43865
44	0	13	2	11	3406
44	0	13	2	12	9628
44	0	13	2	13	30
44	0	13	2	14	60103
44	0	13	2	15	1225
44	0	13	2	16	2616
44	0	13	2	17	18878
44	0	13	2	18	2864
44	0	13	2	19	1053
44	0	13	2	20	43125
44	0	13	2	21	7746
44	0	13	2	22	161760
44	0	14	0	0	62976
44	0	14	0	1	72266
44	0	14	0	2	61805
44	0	14	0	3	11907
44	0	14	0	4	64449
44	0	14	0	5	43130
44	0	14	0	6	89274
44	0	14	0	7	41530
44	0	14	0	8	34797
44	0	14	0	9	34568
44	0	14	0	10	120329
44	0	14	0	11	11131
44	0	14	0	12	140068
44	0	14	0	13	2797
44	0	14	0	14	339266
44	0	14	0	15	91800
44	0	14	0	16	69722
44	0	14	0	17	150011
44	0	14	0	18	108209
44	0	14	0	19	34774
44	0	14	0	20	316169
44	0	14	0	21	130121
44	0	14	0	22	3666156
44	0	14	1	0	7093
44	0	14	1	1	5362
44	0	14	1	2	15794
44	0	14	1	3	369
44	0	14	1	4	868
44	0	14	1	5	830
44	0	14	1	6	3124
44	0	14	1	7	262
44	0	14	1	8	15635
44	0	14	1	9	1155
44	0	14	1	10	15179
44	0	14	1	11	282
44	0	14	1	12	3793
44	0	14	1	13	926
44	0	14	1	14	15419
44	0	14	1	15	4496
44	0	14	1	16	21676
44	0	14	1	17	18821
44	0	14	1	18	22892
44	0	14	1	19	116
44	0	14	1	20	51869
44	0	14	1	21	6753
44	0	14	1	22	372459
44	0	14	2	0	20941
44	0	14	2	1	2055
44	0	14	2	2	2773
44	0	14	2	3	21130
44	0	14	2	4	709
44	0	14	2	5	3274
44	0	14	2	6	8580
44	0	14	2	7	1353
44	0	14	2	8	3297
44	0	14	2	9	10900
44	0	14	2	10	31447
44	0	14	2	11	2151
44	0	14	2	12	6862
44	0	14	2	13	13
44	0	14	2	14	43152
44	0	14	2	15	875
44	0	14	2	16	1732
44	0	14	2	17	13978
44	0	14	2	18	1997
44	0	14	2	19	668
44	0	14	2	20	28658
44	0	14	2	21	5117
44	0	14	2	22	116845
44	0	15	0	0	40209
44	0	15	0	1	46668
44	0	15	0	2	41201
44	0	15	0	3	6762
44	0	15	0	4	46856
44	0	15	0	5	30453
44	0	15	0	6	56797
44	0	15	0	7	29331
44	0	15	0	8	21239
44	0	15	0	9	22652
44	0	15	0	10	82089
44	0	15	0	11	6311
44	0	15	0	12	105464
44	0	15	0	13	2045
44	0	15	0	14	230462
44	0	15	0	15	64944
44	0	15	0	16	49155
44	0	15	0	17	101050
44	0	15	0	18	74297
44	0	15	0	19	24671
44	0	15	0	20	218425
44	0	15	0	21	84761
44	0	15	0	22	2585931
44	0	15	1	0	4791
44	0	15	1	1	3632
44	0	15	1	2	10051
44	0	15	1	3	208
44	0	15	1	4	600
44	0	15	1	5	568
44	0	15	1	6	1948
44	0	15	1	7	159
44	0	15	1	8	9877
44	0	15	1	9	805
44	0	15	1	10	11485
44	0	15	1	11	152
44	0	15	1	12	2538
44	0	15	1	13	638
44	0	15	1	14	10716
44	0	15	1	15	3106
44	0	15	1	16	14202
44	0	15	1	17	13164
44	0	15	1	18	14671
