YearN	SexN	AgeGroupN	RaceN	RegistryN	Population
45	0	0	0	3	1863
45	0	0	0	4	17374
45	0	0	0	5	10322
45	0	0	0	6	22360
45	0	0	0	7	24370
45	0	0	0	8	11356
45	0	0	0	9	12189
45	0	0	0	10	50634
45	0	0	0	11	3559
45	0	0	0	12	35439
45	0	0	0	13	341
45	0	0	0	14	116916
45	0	0	0	15	24828
45	0	0	0	16	18255
45	0	0	0	17	37006
45	0	0	0	18	26313
45	0	0	0	19	10579
45	0	0	0	20	84117
45	0	0	0	21	28664
45	0	0	0	22	923365
45	0	0	1	0	2604
45	0	0	1	1	2849
45	0	0	1	2	7608
45	0	0	1	3	452
45	0	0	1	4	1497
45	0	0	1	5	560
45	0	0	1	6	2818
45	0	0	1	7	537
45	0	0	1	8	10973
45	0	0	1	9	562
45	0	0	1	10	5990
45	0	0	1	11	389
45	0	0	1	12	3117
45	0	0	1	13	314
45	0	0	1	14	10007
45	0	0	1	15	3275
45	0	0	1	16	12468
45	0	0	1	17	10170
45	0	0	1	18	12560
45	0	0	1	19	209
45	0	0	1	20	26287
45	0	0	1	21	5095
45	0	0	1	22	221351
45	0	0	2	0	7069
45	0	0	2	1	1190
45	0	0	2	2	1251
45	0	0	2	3	7558
45	0	0	2	4	839
45	0	0	2	5	2658
45	0	0	2	6	4953
45	0	0	2	7	1646
45	0	0	2	8	2071
45	0	0	2	9	5102
45	0	0	2	10	10184
45	0	0	2	11	1855
45	0	0	2	12	5383
45	0	0	2	13	8
45	0	0	2	14	16911
45	0	0	2	15	679
45	0	0	2	16	1020
45	0	0	2	17	5834
45	0	0	2	18	1132
45	0	0	2	19	597
45	0	0	2	20	13284
45	0	0	2	21	3145
45	0	0	2	22	67915
45	0	1	0	0	66020
45	0	1	0	1	60763
45	0	1	0	2	59061
45	0	1	0	3	6162
45	0	1	0	4	71431
45	0	1	0	5	44610
45	0	1	0	6	90029
45	0	1	0	7	96622
45	0	1	0	8	46838
45	0	1	0	9	48880
45	0	1	0	10	200736
45	0	1	0	11	13814
45	0	1	0	12	143278
45	0	1	0	13	1493
45	0	1	0	14	471706
45	0	1	0	15	97406
45	0	1	0	16	72638
45	0	1	0	17	152762
45	0	1	0	18	110481
45	0	1	0	19	43802
45	0	1	0	20	328596
45	0	1	0	21	117031
45	0	1	0	22	3766786
45	0	1	1	0	10923
45	0	1	1	1	12721
45	0	1	1	2	29817
45	0	1	1	3	1595
45	0	1	1	4	5802
45	0	1	1	5	2226
45	0	1	1	6	11234
45	0	1	1	7	2400
45	0	1	1	8	44924
45	0	1	1	9	2528
45	0	1	1	10	24684
45	0	1	1	11	1508
45	0	1	1	12	12698
45	0	1	1	13	1443
45	0	1	1	14	41823
45	0	1	1	15	13106
45	0	1	1	16	49155
45	0	1	1	17	39935
45	0	1	1	18	52654
45	0	1	1	19	901
45	0	1	1	20	102124
45	0	1	1	21	19826
45	0	1	1	22	890294
45	0	1	2	0	28833
45	0	1	2	1	5408
45	0	1	2	2	5709
45	0	1	2	3	29522
45	0	1	2	4	3139
45	0	1	2	5	9675
45	0	1	2	6	19128
45	0	1	2	7	5826
45	0	1	2	8	8630
45	0	1	2	9	20017
45	0	1	2	10	34462
45	0	1	2	11	7336
45	0	1	2	12	21463
45	0	1	2	13	56
45	0	1	2	14	72668
45	0	1	2	15	2529
45	0	1	2	16	3713
45	0	1	2	17	25405
45	0	1	2	18	5309
45	0	1	2	19	2139
45	0	1	2	20	48954
45	0	1	2	21	12518
45	0	1	2	22	273608
45	0	2	0	0	83185
45	0	2	0	1	85108
45	0	2	0	2	79480
45	0	2	0	3	6668
45	0	2	0	4	94632
45	0	2	0	5	59432
45	0	2	0	6	112049
45	0	2	0	7	123855
45	0	2	0	8	60909
45	0	2	0	9	60813
45	0	2	0	10	246168
45	0	2	0	11	16710
45	0	2	0	12	190791
45	0	2	0	13	2086
45	0	2	0	14	598509
45	0	2	0	15	126024
45	0	2	0	16	92580
45	0	2	0	17	202632
45	0	2	0	18	150085
45	0	2	0	19	59561
45	0	2	0	20	407013
45	0	2	0	21	155385
45	0	2	0	22	4928836
45	0	2	1	0	14047
45	0	2	1	1	17279
45	0	2	1	2	36489
45	0	2	1	3	1823
45	0	2	1	4	6988
45	0	2	1	5	2777
45	0	2	1	6	13776
45	0	2	1	7	2979
45	0	2	1	8	57009
45	0	2	1	9	3320
45	0	2	1	10	32194
45	0	2	1	11	1679
45	0	2	1	12	16050
45	0	2	1	13	1790
45	0	2	1	14	54611
45	0	2	1	15	16065
45	0	2	1	16	62758
45	0	2	1	17	49033
45	0	2	1	18	68863
45	0	2	1	19	1072
45	0	2	1	20	123685
45	0	2	1	21	23090
45	0	2	1	22	1120603
45	0	2	2	0	38351
45	0	2	2	1	7121
45	0	2	2	2	8012
45	0	2	2	3	35964
45	0	2	2	4	3547
45	0	2	2	5	11475
45	0	2	2	6	23807
45	0	2	2	7	7031
45	0	2	2	8	10557
45	0	2	2	9	27846
45	0	2	2	10	44843
45	0	2	2	11	8290
45	0	2	2	12	27031
45	0	2	2	13	59
45	0	2	2	14	103415
45	0	2	2	15	3110
45	0	2	2	16	4533
45	0	2	2	17	32762
45	0	2	2	18	7012
45	0	2	2	19	2561
45	0	2	2	20	57977
45	0	2	2	21	15887
45	0	2	2	22	351119
45	0	3	0	0	79089
45	0	3	0	1	94346
45	0	3	0	2	86916
45	0	3	0	3	5811
45	0	3	0	4	94066
45	0	3	0	5	58375
45	0	3	0	6	110349
45	0	3	0	7	115983
45	0	3	0	8	58571
45	0	3	0	9	58072
45	0	3	0	10	245567
45	0	3	0	11	16358
45	0	3	0	12	189612
45	0	3	0	13	2178
45	0	3	0	14	593545
45	0	3	0	15	127706
45	0	3	0	16	91849
45	0	3	0	17	212292
45	0	3	0	18	153299
45	0	3	0	19	58065
45	0	3	0	20	418501
45	0	3	0	21	166577
45	0	3	0	22	4995012
45	0	3	1	0	14665
45	0	3	1	1	17816
45	0	3	1	2	38413
45	0	3	1	3	1480
45	0	3	1	4	6026
45	0	3	1	5	2677
45	0	3	1	6	12582
45	0	3	1	7	2807
45	0	3	1	8	58347
45	0	3	1	9	3105
45	0	3	1	10	32669
45	0	3	1	11	1613
45	0	3	1	12	15348
45	0	3	1	13	1826
45	0	3	1	14	53246
45	0	3	1	15	15544
45	0	3	1	16	61658
45	0	3	1	17	51820
45	0	3	1	18	68799
45	0	3	1	19	1092
45	0	3	1	20	128098
45	0	3	1	21	22769
45	0	3	1	22	1107211
45	0	3	2	0	36069
45	0	3	2	1	6613
45	0	3	2	2	7615
45	0	3	2	3	34915
45	0	3	2	4	3326
45	0	3	2	5	11032
45	0	3	2	6	22325
45	0	3	2	7	6612
45	0	3	2	8	9993
45	0	3	2	9	25100
45	0	3	2	10	46305
45	0	3	2	11	8151
45	0	3	2	12	25044
45	0	3	2	13	59
45	0	3	2	14	102264
45	0	3	2	15	2889
45	0	3	2	16	4225
45	0	3	2	17	30194
45	0	3	2	18	6568
45	0	3	2	19	2478
45	0	3	2	20	56419
45	0	3	2	21	14550
45	0	3	2	22	330975
45	0	4	0	0	77713
45	0	4	0	1	104270
45	0	4	0	2	85732
45	0	4	0	3	6376
45	0	4	0	4	99062
45	0	4	0	5	58677
45	0	4	0	6	111419
45	0	4	0	7	104180
45	0	4	0	8	55652
45	0	4	0	9	60442
45	0	4	0	10	265488
45	0	4	0	11	16193
45	0	4	0	12	190593
45	0	4	0	13	1979
45	0	4	0	14	625198
45	0	4	0	15	127277
45	0	4	0	16	89467
45	0	4	0	17	218107
45	0	4	0	18	150400
45	0	4	0	19	54943
45	0	4	0	20	454428
45	0	4	0	21	189995
45	0	4	0	22	5104042
45	0	4	1	0	15353
45	0	4	1	1	19223
45	0	4	1	2	39912
45	0	4	1	3	1484
45	0	4	1	4	6555
45	0	4	1	5	2765
45	0	4	1	6	12138
45	0	4	1	7	2527
45	0	4	1	8	57410
45	0	4	1	9	3437
45	0	4	1	10	36366
45	0	4	1	11	1516
45	0	4	1	12	15809
45	0	4	1	13	1839
45	0	4	1	14	58363
45	0	4	1	15	16956
45	0	4	1	16	60368
45	0	4	1	17	53981
45	0	4	1	18	71646
45	0	4	1	19	1042
45	0	4	1	20	137820
45	0	4	1	21	25771
45	0	4	1	22	1150579
45	0	4	2	0	35823
45	0	4	2	1	6290
45	0	4	2	2	6705
45	0	4	2	3	33443
45	0	4	2	4	3914
45	0	4	2	5	10758
45	0	4	2	6	23030
45	0	4	2	7	6867
45	0	4	2	8	10046
45	0	4	2	9	23320
45	0	4	2	10	53416
45	0	4	2	11	7832
45	0	4	2	12	25394
45	0	4	2	13	53
45	0	4	2	14	108099
45	0	4	2	15	2518
45	0	4	2	16	4177
45	0	4	2	17	28056
45	0	4	2	18	6436
45	0	4	2	19	2378
45	0	4	2	20	61755
45	0	4	2	21	16441
45	0	4	2	22	329629
45	0	5	0	0	84438
45	0	5	0	1	96894
45	0	5	0	2	81260
45	0	5	0	3	18241
45	0	5	0	4	105095
45	0	5	0	5	63432
45	0	5	0	6	130606
45	0	5	0	7	114061
45	0	5	0	8	56131
45	0	5	0	9	67651
45	0	5	0	10	291901
45	0	5	0	11	23273
45	0	5	0	12	203723
45	0	5	0	13	1844
45	0	5	0	14	685689
45	0	5	0	15	138837
45	0	5	0	16	104759
45	0	5	0	17	209191
45	0	5	0	18	160230
45	0	5	0	19	53918
45	0	5	0	20	495152
45	0	5	0	21	195547
45	0	5	0	22	5419060
45	0	5	1	0	16605
45	0	5	1	1	20307
45	0	5	1	2	42905
45	0	5	1	3	3212
45	0	5	1	4	7079
45	0	5	1	5	3406
45	0	5	1	6	14118
45	0	5	1	7	2819
45	0	5	1	8	57006
45	0	5	1	9	4208
45	0	5	1	10	40809
45	0	5	1	11	2497
45	0	5	1	12	17646
45	0	5	1	13	2007
45	0	5	1	14	65616
45	0	5	1	15	19011
45	0	5	1	16	66905
45	0	5	1	17	57818
45	0	5	1	18	75393
45	0	5	1	19	1080
45	0	5	1	20	158446
45	0	5	1	21	28208
45	0	5	1	22	1230488
45	0	5	2	0	42601
45	0	5	2	1	7211
45	0	5	2	2	6253
45	0	5	2	3	34931
45	0	5	2	4	6424
45	0	5	2	5	12213
45	0	5	2	6	28202
45	0	5	2	7	8293
45	0	5	2	8	10920
45	0	5	2	9	25978
45	0	5	2	10	64780
45	0	5	2	11	8608
45	0	5	2	12	29779
45	0	5	2	13	47
45	0	5	2	14	122494
45	0	5	2	15	3680
45	0	5	2	16	5843
45	0	5	2	17	27763
45	0	5	2	18	7008
45	0	5	2	19	2760
45	0	5	2	20	77852
45	0	5	2	21	21245
45	0	5	2	22	390818
45	0	6	0	0	110211
45	0	6	0	1	88260
45	0	6	0	2	80716
45	0	6	0	3	17356
45	0	6	0	4	88559
45	0	6	0	5	58540
45	0	6	0	6	140861
45	0	6	0	7	99214
45	0	6	0	8	66284
45	0	6	0	9	65409
45	0	6	0	10	299786
45	0	6	0	11	22983
45	0	6	0	12	188211
45	0	6	0	13	1894
45	0	6	0	14	620286
45	0	6	0	15	124174
45	0	6	0	16	107174
45	0	6	0	17	204419
45	0	6	0	18	142599
45	0	6	0	19	50453
45	0	6	0	20	506586
45	0	6	0	21	192157
45	0	6	0	22	5147305
45	0	6	1	0	14599
45	0	6	1	1	16097
45	0	6	1	2	29390
45	0	6	1	3	2640
45	0	6	1	4	4928
45	0	6	1	5	2745
45	0	6	1	6	13098
45	0	6	1	7	2189
45	0	6	1	8	51055
45	0	6	1	9	3806
45	0	6	1	10	36383
45	0	6	1	11	1838
45	0	6	1	12	14908
45	0	6	1	13	1653
45	0	6	1	14	53457
45	0	6	1	15	13779
45	0	6	1	16	56362
45	0	6	1	17	47293
45	0	6	1	18	57159
45	0	6	1	19	859
45	0	6	1	20	133521
45	0	6	1	21	23176
45	0	6	1	22	987714
45	0	6	2	0	50020
45	0	6	2	1	8289
45	0	6	2	2	6853
45	0	6	2	3	34375
45	0	6	2	4	4564
45	0	6	2	5	11068
45	0	6	2	6	28992
45	0	6	2	7	7282
45	0	6	2	8	12219
45	0	6	2	9	31440
45	0	6	2	10	69084
45	0	6	2	11	7568
45	0	6	2	12	26411
45	0	6	2	13	49
45	0	6	2	14	112758
45	0	6	2	15	3307
45	0	6	2	16	5740
45	0	6	2	17	34699
45	0	6	2	18	6352
45	0	6	2	19	2427
45	0	6	2	20	83888
45	0	6	2	21	22180
45	0	6	2	22	379329
45	0	7	0	0	113583
45	0	7	0	1	83968
45	0	7	0	2	81218
45	0	7	0	3	14555
45	0	7	0	4	92381
45	0	7	0	5	57598
45	0	7	0	6	140977
45	0	7	0	7	107045
45	0	7	0	8	67588
45	0	7	0	9	65258
45	0	7	0	10	282245
45	0	7	0	11	20859
45	0	7	0	12	187084
45	0	7	0	13	1932
45	0	7	0	14	590644
45	0	7	0	15	126908
45	0	7	0	16	105818
45	0	7	0	17	201336
45	0	7	0	18	139509
45	0	7	0	19	51141
45	0	7	0	20	475159
45	0	7	0	21	174902
45	0	7	0	22	5103918
45	0	7	1	0	14230
45	0	7	1	1	14594
45	0	7	1	2	26311
45	0	7	1	3	2264
45	0	7	1	4	4652
45	0	7	1	5	2419
45	0	7	1	6	12603
45	0	7	1	7	2005
45	0	7	1	8	51275
45	0	7	1	9	3728
45	0	7	1	10	32030
45	0	7	1	11	1643
45	0	7	1	12	14193
45	0	7	1	13	1657
45	0	7	1	14	48525
45	0	7	1	15	13687
45	0	7	1	16	51564
45	0	7	1	17	44561
45	0	7	1	18	54009
45	0	7	1	19	708
45	0	7	1	20	118911
45	0	7	1	21	20852
45	0	7	1	22	924143
45	0	7	2	0	50730
45	0	7	2	1	8828
45	0	7	2	2	7277
45	0	7	2	3	33411
45	0	7	2	4	4106
45	0	7	2	5	9901
45	0	7	2	6	28747
45	0	7	2	7	6565
45	0	7	2	8	12912
45	0	7	2	9	32995
45	0	7	2	10	65434
45	0	7	2	11	6154
45	0	7	2	12	24808
45	0	7	2	13	44
45	0	7	2	14	104207
45	0	7	2	15	3507
45	0	7	2	16	5326
45	0	7	2	17	40549
45	0	7	2	18	6295
45	0	7	2	19	2343
45	0	7	2	20	79172
45	0	7	2	21	21500
45	0	7	2	22	374908
45	0	8	0	0	101777
45	0	8	0	1	80416
45	0	8	0	2	77681
45	0	8	0	3	11908
45	0	8	0	4	82785
45	0	8	0	5	50362
45	0	8	0	6	125455
45	0	8	0	7	95385
45	0	8	0	8	64922
45	0	8	0	9	59732
45	0	8	0	10	258533
45	0	8	0	11	17365
45	0	8	0	12	171747
45	0	8	0	13	1958
45	0	8	0	14	528165
45	0	8	0	15	121454
45	0	8	0	16	91346
45	0	8	0	17	196284
45	0	8	0	18	135578
45	0	8	0	19	47791
45	0	8	0	20	426092
45	0	8	0	21	158085
45	0	8	0	22	4712869
45	0	8	1	0	12597
45	0	8	1	1	13105
45	0	8	1	2	26186
45	0	8	1	3	1879
45	0	8	1	4	3836
45	0	8	1	5	2004
45	0	8	1	6	11169
45	0	8	1	7	1745
45	0	8	1	8	47456
45	0	8	1	9	3314
45	0	8	1	10	27774
45	0	8	1	11	1258
45	0	8	1	12	12214
45	0	8	1	13	1415
45	0	8	1	14	41422
45	0	8	1	15	12111
45	0	8	1	16	42135
45	0	8	1	17	42030
45	0	8	1	18	49218
45	0	8	1	19	560
45	0	8	1	20	104933
45	0	8	1	21	18777
45	0	8	1	22	821748
45	0	8	2	0	49296
45	0	8	2	1	8200
45	0	8	2	2	7707
45	0	8	2	3	30468
45	0	8	2	4	3519
45	0	8	2	5	8441
45	0	8	2	6	25783
45	0	8	2	7	5372
45	0	8	2	8	12085
45	0	8	2	9	33393
45	0	8	2	10	59599
45	0	8	2	11	5180
45	0	8	2	12	22383
45	0	8	2	13	47
45	0	8	2	14	96929
45	0	8	2	15	3296
45	0	8	2	16	4747
45	0	8	2	17	41007
45	0	8	2	18	6787
45	0	8	2	19	2116
45	0	8	2	20	71042
45	0	8	2	21	18980
45	0	8	2	22	351235
45	0	9	0	0	108279
45	0	9	0	1	95675
45	0	9	0	2	91146
45	0	9	0	3	12224
45	0	9	0	4	85911
45	0	9	0	5	51661
45	0	9	0	6	133401
45	0	9	0	7	80818
45	0	9	0	8	70633
45	0	9	0	9	61532
45	0	9	0	10	266630
45	0	9	0	11	17971
45	0	9	0	12	179179
45	0	9	0	13	2344
45	0	9	0	14	547172
45	0	9	0	15	131003
45	0	9	0	16	94747
45	0	9	0	17	220679
45	0	9	0	18	153893
45	0	9	0	19	46661
45	0	9	0	20	457640
45	0	9	0	21	179772
45	0	9	0	22	5084412
45	0	9	1	0	13273
45	0	9	1	1	13697
45	0	9	1	2	30606
45	0	9	1	3	1624
45	0	9	1	4	3570
45	0	9	1	5	1844
45	0	9	1	6	10687
45	0	9	1	7	1661
45	0	9	1	8	50106
45	0	9	1	9	3365
45	0	9	1	10	30029
45	0	9	1	11	1126
45	0	9	1	12	11717
45	0	9	1	13	1393
45	0	9	1	14	41914
45	0	9	1	15	11748
45	0	9	1	16	40301
45	0	9	1	17	45459
45	0	9	1	18	51862
45	0	9	1	19	542
45	0	9	1	20	107841
45	0	9	1	21	18315
45	0	9	1	22	846170
45	0	9	2	0	48801
45	0	9	2	1	7773
45	0	9	2	2	8334
45	0	9	2	3	31439
45	0	9	2	4	3119
45	0	9	2	5	8045
45	0	9	2	6	24759
45	0	9	2	7	4847
45	0	9	2	8	12659
45	0	9	2	9	32724
45	0	9	2	10	60529
45	0	9	2	11	5159
45	0	9	2	12	20794
45	0	9	2	13	60
45	0	9	2	14	99355
45	0	9	2	15	3172
45	0	9	2	16	4666
45	0	9	2	17	38105
45	0	9	2	18	6932
45	0	9	2	19	2013
45	0	9	2	20	68952
45	0	9	2	21	18069
45	0	9	2	22	339852
45	0	10	0	0	107538
45	0	10	0	1	110881
45	0	10	0	2	98335
45	0	10	0	3	12221
45	0	10	0	4	91261
45	0	10	0	5	52659
45	0	10	0	6	132894
45	0	10	0	7	70125
45	0	10	0	8	67412
45	0	10	0	9	61788
45	0	10	0	10	256394
45	0	10	0	11	18450
45	0	10	0	12	174490
45	0	10	0	13	2473
45	0	10	0	14	555587
45	0	10	0	15	134300
45	0	10	0	16	98457
45	0	10	0	17	244422
45	0	10	0	18	155022
45	0	10	0	19	45522
45	0	10	0	20	490768
45	0	10	0	21	203504
45	0	10	0	22	5230838
45	0	10	1	0	13974
45	0	10	1	1	14109
45	0	10	1	2	28801
45	0	10	1	3	1234
45	0	10	1	4	3175
45	0	10	1	5	1895
45	0	10	1	6	9940
45	0	10	1	7	1232
45	0	10	1	8	46965
45	0	10	1	9	3348
45	0	10	1	10	32293
45	0	10	1	11	1074
45	0	10	1	12	10757
45	0	10	1	13	1698
45	0	10	1	14	42513
45	0	10	1	15	11354
45	0	10	1	16	43078
45	0	10	1	17	46123
45	0	10	1	18	53089
45	0	10	1	19	441
45	0	10	1	20	116162
45	0	10	1	21	18789
45	0	10	1	22	842395
45	0	10	2	0	43257
45	0	10	2	1	6453
45	0	10	2	2	7024
45	0	10	2	3	31132
45	0	10	2	4	2414
45	0	10	2	5	7714
45	0	10	2	6	20701
45	0	10	2	7	4160
45	0	10	2	8	10493
45	0	10	2	9	28564
45	0	10	2	10	56491
45	0	10	2	11	5522
45	0	10	2	12	18152
45	0	10	2	13	55
45	0	10	2	14	92751
45	0	10	2	15	2587
45	0	10	2	16	4132
45	0	10	2	17	32072
45	0	10	2	18	5451
45	0	10	2	19	1689
45	0	10	2	20	64249
45	0	10	2	21	14940
45	0	10	2	22	285797
45	0	11	0	0	107167
45	0	11	0	1	120423
45	0	11	0	2	108274
45	0	11	0	3	13671
45	0	11	0	4	104707
45	0	11	0	5	61010
45	0	11	0	6	144177
45	0	11	0	7	72389
45	0	11	0	8	67419
45	0	11	0	9	64181
45	0	11	0	10	243751
45	0	11	0	11	21891
45	0	11	0	12	183563
45	0	11	0	13	2727
45	0	11	0	14	581182
45	0	11	0	15	142635
45	0	11	0	16	108727
45	0	11	0	17	262401
45	0	11	0	18	158622
45	0	11	0	19	50021
45	0	11	0	20	519599
45	0	11	0	21	217822
45	0	11	0	22	5672166
45	0	11	1	0	14826
45	0	11	1	1	13217
45	0	11	1	2	28919
45	0	11	1	3	1145
45	0	11	1	4	2992
45	0	11	1	5	1953
45	0	11	1	6	9618
45	0	11	1	7	1195
45	0	11	1	8	43246
45	0	11	1	9	3321
45	0	11	1	10	34148
45	0	11	1	11	1002
45	0	11	1	12	10280
45	0	11	1	13	1815
45	0	11	1	14	42764
45	0	11	1	15	12160
45	0	11	1	16	45958
45	0	11	1	17	45126
45	0	11	1	18	52077
45	0	11	1	19	435
45	0	11	1	20	114103
45	0	11	1	21	17697
45	0	11	1	22	856854
45	0	11	2	0	41610
45	0	11	2	1	5382
45	0	11	2	2	5821
45	0	11	2	3	32835
45	0	11	2	4	2016
45	0	11	2	5	7661
45	0	11	2	6	19231
45	0	11	2	7	3663
45	0	11	2	8	8734
45	0	11	2	9	25332
45	0	11	2	10	58158
45	0	11	2	11	5555
45	0	11	2	12	16642
45	0	11	2	13	53
45	0	11	2	14	88041
45	0	11	2	15	2103
45	0	11	2	16	3792
45	0	11	2	17	29100
45	0	11	2	18	4511
45	0	11	2	19	1665
45	0	11	2	20	62490
45	0	11	2	21	12832
45	0	11	2	22	253186
45	0	12	0	0	97755
45	0	12	0	1	113618
45	0	12	0	2	103190
45	0	12	0	3	15684
45	0	12	0	4	102990
45	0	12	0	5	59269
45	0	12	0	6	138176
45	0	12	0	7	68495
45	0	12	0	8	58160
45	0	12	0	9	58142
45	0	12	0	10	212762
45	0	12	0	11	21440
45	0	12	0	12	171506
45	0	12	0	13	2751
45	0	12	0	14	532159
45	0	12	0	15	135325
45	0	12	0	16	104852
45	0	12	0	17	238755
45	0	12	0	18	144980
45	0	12	0	19	48825
45	0	12	0	20	486121
45	0	12	0	21	202279
45	0	12	0	22	5374525
45	0	12	1	0	13587
45	0	12	1	1	10908
45	0	12	1	2	28674
45	0	12	1	3	848
45	0	12	1	4	2287
45	0	12	1	5	1725
45	0	12	1	6	8228
45	0	12	1	7	925
45	0	12	1	8	34976
45	0	12	1	9	2873
45	0	12	1	10	29530
45	0	12	1	11	883
45	0	12	1	12	8331
45	0	12	1	13	1641
45	0	12	1	14	35050
45	0	12	1	15	10619
45	0	12	1	16	43216
45	0	12	1	17	36552
45	0	12	1	18	46013
45	0	12	1	19	343
45	0	12	1	20	96642
45	0	12	1	21	14481
45	0	12	1	22	759062
45	0	12	2	0	38579
45	0	12	2	1	4330
45	0	12	2	2	4837
45	0	12	2	3	30176
45	0	12	2	4	1451
45	0	12	2	5	6549
45	0	12	2	6	16676
45	0	12	2	7	3006
45	0	12	2	8	7024
45	0	12	2	9	20621
45	0	12	2	10	54340
45	0	12	2	11	4720
45	0	12	2	12	13214
45	0	12	2	13	36
45	0	12	2	14	77656
45	0	12	2	15	1637
45	0	12	2	16	3495
45	0	12	2	17	25020
45	0	12	2	18	3808
45	0	12	2	19	1319
45	0	12	2	20	57048
45	0	12	2	21	10369
45	0	12	2	22	213757
45	0	13	0	0	82058
45	0	13	0	1	91336
45	0	13	0	2	84330
45	0	13	0	3	16939
45	0	13	0	4	90010
45	0	13	0	5	54497
45	0	13	0	6	119062
45	0	13	0	7	56985
45	0	13	0	8	47497
45	0	13	0	9	46807
45	0	13	0	10	166829
45	0	13	0	11	17676
45	0	13	0	12	157688
45	0	13	0	13	2858
45	0	13	0	14	442964
45	0	13	0	15	118464
45	0	13	0	16	89452
45	0	13	0	17	193524
45	0	13	0	18	125706
45	0	13	0	19	44122
45	0	13	0	20	414440
45	0	13	0	21	170133
45	0	13	0	22	4650361
45	0	13	1	0	10787
45	0	13	1	1	7718
45	0	13	1	2	22675
45	0	13	1	3	648
45	0	13	1	4	1600
45	0	13	1	5	1348
45	0	13	1	6	5617
45	0	13	1	7	610
45	0	13	1	8	26218
45	0	13	1	9	1979
45	0	13	1	10	22129
45	0	13	1	11	649
45	0	13	1	12	6063
45	0	13	1	13	1377
45	0	13	1	14	25057
45	0	13	1	15	8149
45	0	13	1	16	33888
45	0	13	1	17	26627
45	0	13	1	18	35466
45	0	13	1	19	231
45	0	13	1	20	74577
45	0	13	1	21	10784
45	0	13	1	22	581412
45	0	13	2	0	33354
45	0	13	2	1	3179
45	0	13	2	2	3610
45	0	13	2	3	25736
45	0	13	2	4	1140
45	0	13	2	5	4996
45	0	13	2	6	13192
45	0	13	2	7	2161
45	0	13	2	8	5089
45	0	13	2	9	16405
45	0	13	2	10	45064
45	0	13	2	11	3583
45	0	13	2	12	10096
45	0	13	2	13	30
45	0	13	2	14	63096
45	0	13	2	15	1289
45	0	13	2	16	2742
45	0	13	2	17	19614
45	0	13	2	18	3006
45	0	13	2	19	1129
45	0	13	2	20	44823
45	0	13	2	21	8198
45	0	13	2	22	169253
45	0	14	0	0	65741
45	0	14	0	1	73916
45	0	14	0	2	63910
45	0	14	0	3	12918
45	0	14	0	4	67240
45	0	14	0	5	45108
45	0	14	0	6	93449
45	0	14	0	7	43717
45	0	14	0	8	36786
45	0	14	0	9	35961
45	0	14	0	10	125687
45	0	14	0	11	11815
45	0	14	0	12	145689
45	0	14	0	13	2869
45	0	14	0	14	355824
45	0	14	0	15	95589
45	0	14	0	16	72270
45	0	14	0	17	154602
45	0	14	0	18	111944
45	0	14	0	19	36424
45	0	14	0	20	328568
45	0	14	0	21	135487
45	0	14	0	22	3812756
45	0	14	1	0	7439
45	0	14	1	1	5605
45	0	14	1	2	16575
45	0	14	1	3	419
45	0	14	1	4	927
45	0	14	1	5	886
45	0	14	1	6	3355
45	0	14	1	7	302
45	0	14	1	8	17262
45	0	14	1	9	1172
45	0	14	1	10	15747
45	0	14	1	11	303
45	0	14	1	12	4155
45	0	14	1	13	972
45	0	14	1	14	16688
45	0	14	1	15	4936
45	0	14	1	16	23100
45	0	14	1	17	19545
45	0	14	1	18	24660
45	0	14	1	19	131
45	0	14	1	20	53772
45	0	14	1	21	7413
45	0	14	1	22	398200
45	0	14	2	0	23270
45	0	14	2	1	2238
45	0	14	2	2	2974
45	0	14	2	3	22157
45	0	14	2	4	774
45	0	14	2	5	3497
45	0	14	2	6	9461
45	0	14	2	7	1500
45	0	14	2	8	3566
45	0	14	2	9	11844
45	0	14	2	10	33930
45	0	14	2	11	2298
45	0	14	2	12	7364
45	0	14	2	13	17
45	0	14	2	14	46516
45	0	14	2	15	957
45	0	14	2	16	1947
45	0	14	2	17	14990
45	0	14	2	18	2240
45	0	14	2	19	716
45	0	14	2	20	31517
45	0	14	2	21	5559
45	0	14	2	22	126254
45	0	15	0	0	43122
45	0	15	0	1	50787
45	0	15	0	2	44346
45	0	15	0	3	7377
45	0	15	0	4	48698
45	0	15	0	5	32065
45	0	15	0	6	61649
45	0	15	0	7	31207
45	0	15	0	8	23125
45	0	15	0	9	24226
45	0	15	0	10	86078
45	0	15	0	11	6898
45	0	15	0	12	112436
45	0	15	0	13	2215
45	0	15	0	14	245013
45	0	15	0	15	67835
45	0	15	0	16	51598
45	0	15	0	17	107904
45	0	15	0	18	79763
45	0	15	0	19	26542
45	0	15	0	20	230453
45	0	15	0	21	91275
45	0	15	0	22	2745583
45	0	15	1	0	5009
45	0	15	1	1	3851
45	0	15	1	2	10696
45	0	15	1	3	217
45	0	15	1	4	644
45	0	15	1	5	599
45	0	15	1	6	2076
45	0	15	1	7	161
45	0	15	1	8	10713
45	0	15	1	9	827
45	0	15	1	10	11575
45	0	15	1	11	164
45	0	15	1	12	2725
45	0	15	1	13	664
45	0	15	1	14	11091
45	0	15	1	15	3241
45	0	15	1	16	14854
45	0	15	1	17	13682
45	0	15	1	18	15733
45	0	15	1	19	72
45	0	15	1	20	38149
45	0	15	1	21	4694
